Ticker,Date,Time,Open,High,Low,Close,Volume,OpenInterest 
BANKNIFTY-I,2016-08-03,09:18:59,18800.1992,18809.0000,18791.0996,18794.8496,11080,1936800
BANKNIFTY-I,2016-08-03,09:19:59,18794.9492,18794.9492,18749.3496,18749.4004,34320,1936800
BANKNIFTY-I,2016-08-03,09:20:59,18750.0000,18750.0000,18701.5508,18723.1992,62040,1982280
BANKNIFTY-I,2016-08-03,09:21:59,18725.0000,18744.4492,18710.7500,18744.4492,25120,1982280
BANKNIFTY-I,2016-08-03,09:22:59,18745.8496,18746.9492,18725.0000,18725.0000,14680,1982280
BANKNIFTY-I,2016-08-03,09:23:59,18725.0000,18745.0000,18715.3496,18743.9492,17320,1982560
BANKNIFTY-I,2016-08-03,09:24:59,18743.9004,18745.0000,18735.3008,18736.0000,6760,1982560
BANKNIFTY-I,2016-08-03,09:25:59,18736.0000,18738.5000,18720.5508,18734.9492,17600,1982560
BANKNIFTY-I,2016-08-03,09:26:59,18735.0000,18749.0508,18732.1992,18732.1992,11840,1991120
BANKNIFTY-I,2016-08-03,09:27:59,18732.1992,18745.0000,18728.0508,18738.0508,9240,1991120
BANKNIFTY-I,2016-08-03,09:28:59,18739.0000,18742.9492,18733.5000,18735.0996,6400,1991120
BANKNIFTY-I,2016-08-03,09:29:59,18736.5000,18742.0000,18730.1504,18742.0000,5040,1990840
BANKNIFTY-I,2016-08-03,09:30:59,18742.0000,18745.0000,18737.8008,18744.0000,8120,1990840
BANKNIFTY-I,2016-08-03,09:31:59,18744.8008,18745.0000,18733.6504,18738.0000,7800,1990840
BANKNIFTY-I,2016-08-03,09:32:59,18739.0000,18753.9004,18737.9492,18750.3008,15040,1993920
BANKNIFTY-I,2016-08-03,09:33:59,18750.3008,18760.1992,18749.0000,18760.1992,9720,1993920
BANKNIFTY-I,2016-08-03,09:34:59,18760.1992,18765.0000,18743.8496,18746.0000,8960,1993920
BANKNIFTY-I,2016-08-03,09:35:59,18746.0000,18749.0000,18722.0000,18726.5000,20520,1992520
BANKNIFTY-I,2016-08-03,09:36:59,18726.0508,18738.8496,18721.0000,18723.6992,12560,1992520
BANKNIFTY-I,2016-08-03,09:37:59,18723.6992,18736.0000,18721.0000,18736.0000,12400,1992520
BANKNIFTY-I,2016-08-03,09:38:59,18733.5000,18743.1504,18732.6504,18740.0000,5600,1997560
BANKNIFTY-I,2016-08-03,09:39:59,18739.9492,18744.0000,18736.9004,18736.9004,5320,1997560
BANKNIFTY-I,2016-08-03,09:40:59,18736.9492,18746.9492,18735.1504,18740.0000,7480,1997560
BANKNIFTY-I,2016-08-03,09:41:59,18740.0508,18740.0508,18725.1992,18727.0996,12880,2001560
BANKNIFTY-I,2016-08-03,09:42:59,18725.6504,18734.7500,18712.2500,18724.0000,12960,2001560
BANKNIFTY-I,2016-08-03,09:43:59,18724.0000,18746.0508,18724.0000,18740.3008,12320,2001560
BANKNIFTY-I,2016-08-03,09:44:59,18741.0000,18752.2500,18737.0000,18752.0000,14720,2005520
BANKNIFTY-I,2016-08-03,09:45:59,18750.0000,18757.9492,18745.0508,18755.0996,13720,2005520
BANKNIFTY-I,2016-08-03,09:46:59,18754.0000,18757.7500,18745.0000,18753.5000,14560,2005520
BANKNIFTY-I,2016-08-03,09:47:59,18753.5000,18762.0000,18752.0000,18761.5508,11600,2008040
BANKNIFTY-I,2016-08-03,09:48:59,18762.3496,18775.0000,18760.2500,18765.1992,18800,2008040
BANKNIFTY-I,2016-08-03,09:49:59,18768.0000,18768.0000,18755.5508,18760.0000,13760,2008040
BANKNIFTY-I,2016-08-03,09:50:59,18760.0000,18778.0000,18755.0996,18774.9004,12720,2011800
BANKNIFTY-I,2016-08-03,09:51:59,18774.7500,18776.0000,18765.4492,18769.1504,7880,2011800
BANKNIFTY-I,2016-08-03,09:52:59,18770.5000,18780.0000,18768.9492,18779.9492,8000,2011800
BANKNIFTY-I,2016-08-03,09:53:59,18778.8008,18790.0000,18778.8008,18782.0508,20120,2012320
BANKNIFTY-I,2016-08-03,09:54:59,18782.3496,18790.0000,18779.9492,18779.9492,8480,2012320
BANKNIFTY-I,2016-08-03,09:55:59,18780.0000,18784.0996,18773.6504,18775.5000,5400,2012320
BANKNIFTY-I,2016-08-03,09:56:59,18771.3496,18776.0000,18767.6504,18773.8496,6240,2007080
BANKNIFTY-I,2016-08-03,09:57:59,18773.8008,18784.5508,18772.5508,18776.9492,8160,2007080
BANKNIFTY-I,2016-08-03,09:58:59,18776.9492,18779.1992,18770.5996,18779.1504,5480,2007080
BANKNIFTY-I,2016-08-03,09:59:59,18779.1504,18780.0000,18767.0000,18770.9492,3200,2008280
BANKNIFTY-I,2016-08-03,10:00:59,18767.0996,18777.0000,18767.0996,18771.0000,4160,2008280
BANKNIFTY-I,2016-08-03,10:01:59,18770.5508,18784.9492,18770.5508,18783.0996,7280,2008280
BANKNIFTY-I,2016-08-03,10:02:59,18783.0996,18785.8008,18780.0000,18780.8008,6840,2011280
BANKNIFTY-I,2016-08-03,10:03:59,18780.9492,18792.2500,18780.0508,18792.2500,6880,2011280
BANKNIFTY-I,2016-08-03,10:04:59,18790.5508,18794.9004,18785.0000,18789.4492,7880,2011280
BANKNIFTY-I,2016-08-03,10:05:59,18790.0000,18810.4492,18790.0000,18802.1992,32880,2005960
BANKNIFTY-I,2016-08-03,10:06:59,18801.1992,18801.1992,18795.0000,18800.0000,11520,2005960
BANKNIFTY-I,2016-08-03,10:07:59,18800.0000,18805.0000,18795.0508,18795.0508,6160,2005960
BANKNIFTY-I,2016-08-03,10:08:59,18795.0000,18797.7500,18790.0000,18790.0000,7320,2007560
BANKNIFTY-I,2016-08-03,10:09:59,18790.0000,18794.0508,18785.0000,18793.5508,4520,2007560
BANKNIFTY-I,2016-08-03,10:10:59,18793.5508,18808.9492,18791.8008,18800.0508,6960,2007560
BANKNIFTY-I,2016-08-03,10:11:59,18800.9004,18800.9004,18792.9492,18793.0000,4240,2009880
BANKNIFTY-I,2016-08-03,10:12:59,18792.0000,18802.8496,18790.0000,18798.5996,6320,2009880
BANKNIFTY-I,2016-08-03,10:13:59,18795.9492,18840.5508,18792.5508,18825.0996,44080,2009880
BANKNIFTY-I,2016-08-03,10:14:59,18823.5000,18881.9004,18823.5000,18873.1504,69560,1995040
BANKNIFTY-I,2016-08-03,10:15:59,18873.0508,18890.0000,18844.8496,18844.8496,44240,1995040
BANKNIFTY-I,2016-08-03,10:16:59,18846.9492,18849.5508,18830.0508,18832.5996,21400,1995040
BANKNIFTY-I,2016-08-03,10:17:59,18835.2500,18850.0000,18833.0508,18850.0000,13320,1994680
BANKNIFTY-I,2016-08-03,10:18:59,18850.3008,18867.0000,18838.4004,18847.7500,16880,1994680
BANKNIFTY-I,2016-08-03,10:19:59,18847.7500,18853.9492,18845.0000,18850.0996,8960,1994680
BANKNIFTY-I,2016-08-03,10:20:59,18850.0508,18855.1504,18839.8496,18840.0000,9840,1994120
BANKNIFTY-I,2016-08-03,10:21:59,18839.0000,18852.0000,18838.0508,18847.2500,7840,1994120
BANKNIFTY-I,2016-08-03,10:22:59,18847.2500,18847.2500,18835.0000,18836.0000,4480,1994120
BANKNIFTY-I,2016-08-03,10:23:59,18836.0000,18849.9492,18835.0000,18842.9004,5280,1989400
BANKNIFTY-I,2016-08-03,10:24:59,18842.9004,18845.0000,18838.5996,18838.5996,5160,1989400
BANKNIFTY-I,2016-08-03,10:25:59,18838.5996,18848.2500,18838.0996,18845.9492,4760,1989400
BANKNIFTY-I,2016-08-03,10:26:59,18845.9492,18850.0000,18841.0996,18846.5508,4520,1992920
BANKNIFTY-I,2016-08-03,10:27:59,18846.5508,18851.0000,18844.3496,18848.6992,4000,1992920
BANKNIFTY-I,2016-08-03,10:28:59,18848.6992,18852.9492,18848.0000,18848.0000,3200,1992920
BANKNIFTY-I,2016-08-03,10:29:59,18849.0508,18850.0000,18838.0000,18839.0000,6880,1994840
BANKNIFTY-I,2016-08-03,10:30:59,18839.0000,18843.0508,18834.1504,18838.5996,3320,1994840
BANKNIFTY-I,2016-08-03,10:31:59,18835.6504,18845.0000,18835.5000,18845.0000,6320,1994840
BANKNIFTY-I,2016-08-03,10:32:59,18845.0000,18845.4492,18838.0000,18840.5000,4400,1998040
BANKNIFTY-I,2016-08-03,10:33:59,18840.5000,18842.7500,18830.0000,18832.9492,7800,1998040
BANKNIFTY-I,2016-08-03,10:34:59,18832.9492,18836.0000,18829.0508,18830.0508,7960,1998040
BANKNIFTY-I,2016-08-03,10:35:59,18830.0508,18845.5000,18830.0000,18836.1504,3840,2002760
BANKNIFTY-I,2016-08-03,10:36:59,18836.1504,18836.5508,18830.0000,18832.0996,1840,2002760
BANKNIFTY-I,2016-08-03,10:37:59,18833.1992,18837.8496,18831.0996,18832.0000,2720,2002760
BANKNIFTY-I,2016-08-03,10:38:59,18831.5000,18832.0000,18825.0996,18825.6504,6520,2008760
BANKNIFTY-I,2016-08-03,10:39:59,18826.5000,18829.7500,18822.0508,18827.3008,6600,2008760
BANKNIFTY-I,2016-08-03,10:40:59,18825.5000,18836.4492,18823.0000,18832.0508,2480,2008760
BANKNIFTY-I,2016-08-03,10:41:59,18832.0508,18838.0000,18829.0000,18829.9004,2920,2010080
BANKNIFTY-I,2016-08-03,10:42:59,18829.9004,18830.0000,18826.0508,18829.9492,1720,2010080
BANKNIFTY-I,2016-08-03,10:43:59,18829.9492,18833.5996,18826.0996,18830.0000,3880,2010080
BANKNIFTY-I,2016-08-03,10:44:59,18830.9492,18830.9492,18822.0508,18828.9492,5120,2009800
BANKNIFTY-I,2016-08-03,10:45:59,18826.0000,18828.9492,18823.0000,18823.3008,2880,2009800
BANKNIFTY-I,2016-08-03,10:46:59,18825.3496,18828.3496,18818.5000,18824.1504,8960,2009800
BANKNIFTY-I,2016-08-03,10:47:59,18829.9004,18829.9004,18820.0996,18824.0000,3120,2012320
BANKNIFTY-I,2016-08-03,10:48:59,18825.9004,18825.9004,18819.0000,18819.0000,4480,2012320
BANKNIFTY-I,2016-08-03,10:49:59,18820.0000,18825.9004,18818.0508,18822.0000,3760,2012320
BANKNIFTY-I,2016-08-03,10:50:59,18822.0000,18824.9492,18815.0508,18821.0000,3200,2012320
BANKNIFTY-I,2016-08-03,10:51:59,18821.0000,18822.4492,18816.0000,18816.0000,2880,2013080
BANKNIFTY-I,2016-08-03,10:52:59,18816.0996,18827.0000,18815.3496,18827.0000,4480,2013080
BANKNIFTY-I,2016-08-03,10:53:59,18827.0000,18828.7500,18818.0508,18822.9492,2160,2011400
BANKNIFTY-I,2016-08-03,10:54:59,18822.9492,18823.9492,18818.0000,18822.0508,2960,2011400
BANKNIFTY-I,2016-08-03,10:55:59,18822.0000,18824.8008,18819.9004,18820.0000,3040,2011400
BANKNIFTY-I,2016-08-03,10:56:59,18820.0000,18822.3008,18816.0000,18818.0508,2960,2014920
BANKNIFTY-I,2016-08-03,10:57:59,18818.0508,18821.9492,18811.5508,18818.6992,3400,2014920
BANKNIFTY-I,2016-08-03,10:58:59,18818.6992,18831.0000,18815.0000,18831.0000,3160,2014920
BANKNIFTY-I,2016-08-03,10:59:59,18831.0000,18833.4004,18825.5996,18825.8008,4120,2012880
BANKNIFTY-I,2016-08-03,11:00:59,18825.8008,18832.8496,18821.0508,18830.0000,7440,2012880
BANKNIFTY-I,2016-08-03,11:01:59,18831.0000,18833.7500,18826.0000,18830.1504,3400,2012880
BANKNIFTY-I,2016-08-03,11:02:59,18830.1504,18834.9004,18829.1992,18830.0996,2840,2016480
BANKNIFTY-I,2016-08-03,11:03:59,18830.0996,18834.0000,18823.0000,18829.3496,3160,2016480
BANKNIFTY-I,2016-08-03,11:04:59,18829.3496,18830.0000,18827.0508,18828.2500,1880,2016480
BANKNIFTY-I,2016-08-03,11:05:59,18828.2500,18830.9004,18823.5000,18825.0000,2240,2018840
BANKNIFTY-I,2016-08-03,11:06:59,18825.0000,18830.5996,18821.0996,18829.3008,2440,2018840
BANKNIFTY-I,2016-08-03,11:07:59,18829.3008,18830.5996,18818.3496,18825.4004,5480,2018840
BANKNIFTY-I,2016-08-03,11:08:59,18825.4004,18828.0000,18820.0000,18823.5000,2480,2018280
BANKNIFTY-I,2016-08-03,11:09:59,18823.5000,18823.6504,18813.0508,18814.9492,2040,2018280
BANKNIFTY-I,2016-08-03,11:10:59,18814.9492,18819.0000,18812.0000,18814.0508,3920,2018280
BANKNIFTY-I,2016-08-03,11:11:59,18814.0508,18818.3496,18812.0000,18813.6992,2760,2019920
BANKNIFTY-I,2016-08-03,11:12:59,18813.6992,18816.1504,18807.0000,18809.8496,4000,2019920
BANKNIFTY-I,2016-08-03,11:13:59,18809.8496,18815.5508,18802.0996,18814.9492,6400,2019920
BANKNIFTY-I,2016-08-03,11:14:59,18814.9492,18818.5996,18810.3008,18817.3496,3840,2020600
BANKNIFTY-I,2016-08-03,11:15:59,18817.9004,18818.8496,18813.0996,18815.0000,1640,2020600
BANKNIFTY-I,2016-08-03,11:16:59,18814.0996,18814.3008,18808.0000,18809.9004,3240,2020600
BANKNIFTY-I,2016-08-03,11:17:59,18809.9492,18815.2500,18803.3008,18807.9004,10280,2025840
BANKNIFTY-I,2016-08-03,11:18:59,18807.9004,18814.0996,18802.6992,18806.9004,7680,2025840
BANKNIFTY-I,2016-08-03,11:19:59,18806.9004,18808.0996,18801.0000,18802.0000,6880,2025840
BANKNIFTY-I,2016-08-03,11:20:59,18802.0000,18811.5508,18777.0508,18781.8496,20120,2031520
BANKNIFTY-I,2016-08-03,11:21:59,18781.9004,18789.5000,18775.5508,18780.3008,14400,2031520
BANKNIFTY-I,2016-08-03,11:22:59,18783.0996,18793.4492,18780.0000,18786.3496,6560,2031520
BANKNIFTY-I,2016-08-03,11:23:59,18786.3496,18786.3496,18763.5996,18771.9492,20240,2029920
BANKNIFTY-I,2016-08-03,11:24:59,18773.6992,18774.9492,18753.0508,18770.0000,18880,2029920
BANKNIFTY-I,2016-08-03,11:25:59,18771.5000,18774.1504,18763.5000,18773.9492,8520,2029920
BANKNIFTY-I,2016-08-03,11:26:59,18772.0000,18774.0000,18766.3496,18774.0000,5240,2032960
BANKNIFTY-I,2016-08-03,11:27:59,18772.3008,18785.4492,18771.9492,18785.4492,5960,2032960
BANKNIFTY-I,2016-08-03,11:28:59,18785.0000,18787.8008,18783.5000,18787.0000,3040,2032960
BANKNIFTY-I,2016-08-03,11:29:59,18787.0000,18787.0000,18775.0000,18775.0000,7120,2034640
BANKNIFTY-I,2016-08-03,11:30:59,18775.0000,18785.0000,18770.0000,18785.0000,4640,2034640
BANKNIFTY-I,2016-08-03,11:31:59,18786.9004,18788.0000,18773.2500,18773.2500,1520,2034640
BANKNIFTY-I,2016-08-03,11:32:59,18773.2500,18782.0508,18772.0000,18778.0996,2640,2034640
BANKNIFTY-I,2016-08-03,11:33:59,18778.0996,18780.0000,18773.0000,18780.0000,1280,2036480
BANKNIFTY-I,2016-08-03,11:34:59,18780.0000,18780.0000,18766.2500,18770.8008,5720,2036480
BANKNIFTY-I,2016-08-03,11:35:59,18770.8008,18770.8008,18740.3008,18740.3008,30160,2039800
BANKNIFTY-I,2016-08-03,11:36:59,18740.3008,18759.5508,18735.0508,18755.0996,21880,2039800
BANKNIFTY-I,2016-08-03,11:37:59,18756.1992,18770.0000,18753.5000,18760.0000,11080,2039800
BANKNIFTY-I,2016-08-03,11:38:59,18764.4492,18765.9492,18735.5508,18745.5000,12400,2044360
BANKNIFTY-I,2016-08-03,11:39:59,18746.0000,18758.9004,18741.9492,18758.9004,9400,2044360
BANKNIFTY-I,2016-08-03,11:40:59,18756.1504,18756.1992,18744.2500,18753.8496,5640,2044360
BANKNIFTY-I,2016-08-03,11:41:59,18753.8496,18754.3496,18748.0508,18750.0000,3840,2051400
BANKNIFTY-I,2016-08-03,11:42:59,18753.0000,18753.0000,18737.0996,18745.0000,6800,2051400
BANKNIFTY-I,2016-08-03,11:43:59,18749.4492,18754.0996,18742.3496,18754.0996,3720,2051400
BANKNIFTY-I,2016-08-03,11:44:59,18754.0996,18754.0996,18737.0996,18749.9004,6440,2049920
BANKNIFTY-I,2016-08-03,11:45:59,18750.0000,18757.6504,18743.4004,18755.0000,3360,2049920
BANKNIFTY-I,2016-08-03,11:46:59,18755.0000,18767.0000,18755.0000,18763.9492,3880,2049920
BANKNIFTY-I,2016-08-03,11:47:59,18763.9492,18774.1992,18763.4004,18771.1992,6080,2050440
BANKNIFTY-I,2016-08-03,11:48:59,18775.9492,18778.1992,18767.0000,18767.0000,4560,2050440
BANKNIFTY-I,2016-08-03,11:49:59,18767.0000,18774.0996,18765.5508,18769.0000,2080,2050440
BANKNIFTY-I,2016-08-03,11:50:59,18769.0000,18773.9492,18766.0508,18771.0000,2320,2051360
BANKNIFTY-I,2016-08-03,11:51:59,18774.0000,18784.0000,18771.7500,18784.0000,6680,2051360
BANKNIFTY-I,2016-08-03,11:52:59,18781.3496,18788.0000,18775.0508,18784.7500,5560,2051360
BANKNIFTY-I,2016-08-03,11:53:59,18784.7500,18789.5000,18774.1992,18784.0000,5800,2048720
BANKNIFTY-I,2016-08-03,11:54:59,18784.0000,18785.6992,18769.9492,18775.5000,4960,2048720
BANKNIFTY-I,2016-08-03,11:55:59,18775.5000,18782.9492,18772.0996,18780.0996,2280,2048720
BANKNIFTY-I,2016-08-03,11:56:59,18780.0996,18780.0996,18764.9004,18764.9004,4880,2047480
BANKNIFTY-I,2016-08-03,11:57:59,18764.9004,18769.0000,18758.0000,18767.0996,5200,2047480
BANKNIFTY-I,2016-08-03,11:58:59,18769.0000,18777.0000,18769.0000,18775.8496,2880,2047480
BANKNIFTY-I,2016-08-03,11:59:59,18775.9004,18775.9004,18760.3496,18764.3496,2000,2049480
BANKNIFTY-I,2016-08-03,12:00:59,18762.6992,18773.0000,18755.0000,18766.8008,4440,2049480
BANKNIFTY-I,2016-08-03,12:01:59,18764.9492,18767.9004,18760.0000,18764.4492,4600,2049480
BANKNIFTY-I,2016-08-03,12:02:59,18764.5508,18769.0000,18758.6504,18758.9492,2400,2054320
BANKNIFTY-I,2016-08-03,12:03:59,18767.0000,18769.9492,18755.9004,18769.9492,3400,2054320
BANKNIFTY-I,2016-08-03,12:04:59,18769.9492,18771.3496,18765.9004,18768.9492,2400,2054320
BANKNIFTY-I,2016-08-03,12:05:59,18769.1504,18774.0000,18761.0000,18774.0000,1720,2054840
BANKNIFTY-I,2016-08-03,12:06:59,18774.0000,18784.0508,18773.0996,18781.0996,3120,2054840
BANKNIFTY-I,2016-08-03,12:07:59,18781.0996,18785.5000,18779.0000,18781.0000,4000,2054840
BANKNIFTY-I,2016-08-03,12:08:59,18781.0000,18781.0000,18767.6992,18773.0000,4280,2053760
BANKNIFTY-I,2016-08-03,12:09:59,18769.8496,18773.0996,18767.0000,18773.0000,3040,2053760
BANKNIFTY-I,2016-08-03,12:10:59,18772.0000,18772.0000,18764.3008,18769.0000,2760,2053760
BANKNIFTY-I,2016-08-03,12:11:59,18768.8008,18769.1992,18763.0000,18764.0000,1960,2057400
BANKNIFTY-I,2016-08-03,12:12:59,18764.0996,18771.9492,18764.0996,18770.0508,960,2057400
BANKNIFTY-I,2016-08-03,12:13:59,18770.0000,18781.0000,18768.0000,18781.0000,2600,2057400
BANKNIFTY-I,2016-08-03,12:14:59,18779.0996,18784.0000,18777.4492,18784.0000,2880,2056400
BANKNIFTY-I,2016-08-03,12:15:59,18784.0000,18784.5000,18775.0000,18776.6504,6080,2056400
BANKNIFTY-I,2016-08-03,12:16:59,18776.6504,18782.8496,18776.6504,18780.1992,1560,2056400
BANKNIFTY-I,2016-08-03,12:17:59,18780.1992,18782.9004,18778.0000,18780.0000,760,2058080
BANKNIFTY-I,2016-08-03,12:18:59,18780.0000,18780.0000,18775.0000,18776.0000,1120,2058080
BANKNIFTY-I,2016-08-03,12:19:59,18776.0000,18779.6992,18776.0000,18779.5996,1040,2058080
BANKNIFTY-I,2016-08-03,12:20:59,18779.5996,18781.6992,18776.2500,18777.0000,2480,2058080
BANKNIFTY-I,2016-08-03,12:21:59,18780.0000,18788.0000,18777.0996,18784.6504,2720,2055760
BANKNIFTY-I,2016-08-03,12:22:59,18782.2500,18782.2500,18776.0000,18776.0000,1320,2055760
BANKNIFTY-I,2016-08-03,12:23:59,18776.0000,18780.1504,18776.0000,18777.4004,800,2054960
BANKNIFTY-I,2016-08-03,12:24:59,18777.4004,18777.5000,18772.0000,18772.1992,1480,2054960
BANKNIFTY-I,2016-08-03,12:25:59,18772.1992,18774.6504,18770.0996,18770.0996,2440,2054960
BANKNIFTY-I,2016-08-03,12:26:59,18770.0996,18772.0000,18765.0000,18772.0000,2600,2055960
BANKNIFTY-I,2016-08-03,12:27:59,18772.0000,18772.0000,18767.0000,18771.5996,1480,2055960
BANKNIFTY-I,2016-08-03,12:28:59,18771.5996,18771.5996,18765.0000,18768.5508,1160,2055960
BANKNIFTY-I,2016-08-03,12:29:59,18768.5508,18776.9492,18768.5508,18775.3496,1120,2055800
BANKNIFTY-I,2016-08-03,12:30:59,18775.3496,18782.0000,18774.0996,18776.5996,2080,2055800
BANKNIFTY-I,2016-08-03,12:31:59,18776.5996,18780.7500,18773.9004,18776.5000,2160,2055800
BANKNIFTY-I,2016-08-03,12:32:59,18776.5000,18780.0000,18771.0508,18772.3008,3640,2057600
BANKNIFTY-I,2016-08-03,12:33:59,18771.8008,18780.1504,18770.8496,18780.1504,2840,2057600
BANKNIFTY-I,2016-08-03,12:34:59,18780.1504,18787.8496,18780.0000,18786.0996,3920,2057600
BANKNIFTY-I,2016-08-03,12:35:59,18785.0000,18785.0000,18776.0000,18777.3496,1600,2056520
BANKNIFTY-I,2016-08-03,12:36:59,18777.3496,18785.0996,18772.0508,18784.0000,1800,2056520
BANKNIFTY-I,2016-08-03,12:37:59,18784.0000,18807.7500,18784.0000,18797.9492,15120,2056520
BANKNIFTY-I,2016-08-03,12:38:59,18797.9492,18821.5996,18797.9492,18805.0508,13560,2054040
BANKNIFTY-I,2016-08-03,12:39:59,18805.0508,18818.9492,18804.5508,18815.9492,7480,2054040
BANKNIFTY-I,2016-08-03,12:40:59,18813.8008,18833.7500,18813.0000,18832.4004,13440,2054040
BANKNIFTY-I,2016-08-03,12:41:59,18829.0996,18834.1504,18815.9492,18820.0000,9400,2052960
BANKNIFTY-I,2016-08-03,12:42:59,18820.0000,18821.0000,18804.0508,18806.0000,6720,2052960
BANKNIFTY-I,2016-08-03,12:43:59,18806.1992,18815.0000,18805.0508,18813.0000,3320,2052960
BANKNIFTY-I,2016-08-03,12:44:59,18813.0000,18815.4492,18811.3496,18814.0000,2320,2052960
BANKNIFTY-I,2016-08-03,12:45:59,18814.0000,18814.0000,18807.9004,18807.9004,2120,2050480
BANKNIFTY-I,2016-08-03,12:46:59,18807.9004,18807.9004,18800.0000,18806.3496,3560,2050480
BANKNIFTY-I,2016-08-03,12:47:59,18806.3496,18806.3496,18795.0000,18795.0000,2240,2051040
BANKNIFTY-I,2016-08-03,12:48:59,18795.0000,18796.9492,18763.0000,18770.0000,11920,2051040
BANKNIFTY-I,2016-08-03,12:49:59,18770.0000,18777.0996,18765.0000,18769.1992,6800,2051040
BANKNIFTY-I,2016-08-03,12:50:59,18769.1992,18784.0000,18768.0508,18781.0508,3720,2054000
BANKNIFTY-I,2016-08-03,12:51:59,18781.0508,18783.9492,18774.0000,18776.9004,2440,2054000
BANKNIFTY-I,2016-08-03,12:52:59,18776.9004,18776.9004,18770.0000,18770.0000,2000,2054000
BANKNIFTY-I,2016-08-03,12:53:59,18769.0000,18777.4004,18769.0000,18774.2500,5040,2054000
BANKNIFTY-I,2016-08-03,12:54:59,18774.2500,18780.0996,18769.3496,18770.0000,3840,2048800
BANKNIFTY-I,2016-08-03,12:55:59,18771.0508,18771.0996,18752.0000,18754.4004,10000,2048800
BANKNIFTY-I,2016-08-03,12:56:59,18754.4004,18772.9492,18750.0000,18765.0000,8680,2053040
BANKNIFTY-I,2016-08-03,12:57:59,18763.0996,18776.0996,18763.0996,18776.0996,3400,2053040
BANKNIFTY-I,2016-08-03,12:58:59,18775.0000,18782.0000,18773.3496,18782.0000,2440,2053040
BANKNIFTY-I,2016-08-03,12:59:59,18782.0000,18787.0000,18777.8496,18778.0000,3000,2053360
BANKNIFTY-I,2016-08-03,13:00:59,18778.0000,18784.7500,18770.4492,18775.0000,1680,2053360
BANKNIFTY-I,2016-08-03,13:01:59,18775.0000,18783.0000,18773.0000,18783.0000,2880,2053360
BANKNIFTY-I,2016-08-03,13:02:59,18783.0000,18784.8008,18771.0000,18782.4492,1840,2054680
BANKNIFTY-I,2016-08-03,13:03:59,18777.0996,18782.9004,18774.0508,18780.0000,600,2054680
BANKNIFTY-I,2016-08-03,13:04:59,18780.0000,18783.9492,18770.2500,18772.9492,1240,2054680
BANKNIFTY-I,2016-08-03,13:05:59,18772.9492,18779.3496,18766.3008,18770.9004,1840,2053840
BANKNIFTY-I,2016-08-03,13:06:59,18768.7500,18778.9492,18767.0996,18768.8496,1120,2053840
BANKNIFTY-I,2016-08-03,13:07:59,18768.0508,18774.9004,18768.0000,18773.9492,1720,2053840
BANKNIFTY-I,2016-08-03,13:08:59,18773.9492,18773.9492,18766.0508,18767.0996,1800,2054560
BANKNIFTY-I,2016-08-03,13:09:59,18773.5000,18773.5000,18768.3008,18772.7500,1400,2054560
BANKNIFTY-I,2016-08-03,13:10:59,18775.0000,18777.0000,18769.0000,18769.0000,1160,2054560
BANKNIFTY-I,2016-08-03,13:11:59,18769.0000,18772.6992,18762.0508,18767.5000,4000,2057120
BANKNIFTY-I,2016-08-03,13:12:59,18767.5000,18773.9004,18767.5000,18771.0508,920,2057120
BANKNIFTY-I,2016-08-03,13:13:59,18771.0508,18776.3496,18771.0508,18771.4492,920,2057120
BANKNIFTY-I,2016-08-03,13:14:59,18771.4492,18774.8008,18760.3008,18760.3008,1960,2056400
BANKNIFTY-I,2016-08-03,13:15:59,18760.3008,18775.0996,18755.0000,18775.0996,5080,2056400
BANKNIFTY-I,2016-08-03,13:16:59,18775.0996,18779.0996,18772.0508,18778.0000,1440,2056400
BANKNIFTY-I,2016-08-03,13:17:59,18778.0000,18785.0000,18767.3008,18772.0000,6800,2058040
BANKNIFTY-I,2016-08-03,13:18:59,18772.0000,18786.0996,18770.0000,18786.0996,3720,2058040
BANKNIFTY-I,2016-08-03,13:19:59,18787.4492,18805.5996,18787.0000,18787.0508,11720,2058040
BANKNIFTY-I,2016-08-03,13:20:59,18787.0508,18807.9004,18787.0508,18804.0996,5440,2059880
BANKNIFTY-I,2016-08-03,13:21:59,18804.0996,18814.1992,18802.0000,18814.0000,8920,2059880
BANKNIFTY-I,2016-08-03,13:22:59,18817.4004,18822.0000,18796.0000,18801.3008,7800,2059880
BANKNIFTY-I,2016-08-03,13:23:59,18801.3008,18802.9492,18785.0000,18786.0000,4000,2058360
BANKNIFTY-I,2016-08-03,13:24:59,18786.0000,18804.2500,18783.0000,18799.9004,2720,2058360
BANKNIFTY-I,2016-08-03,13:25:59,18799.9004,18800.0508,18790.0996,18795.0508,2160,2058360
BANKNIFTY-I,2016-08-03,13:26:59,18795.0508,18800.3496,18785.0000,18787.0508,2520,2058360
BANKNIFTY-I,2016-08-03,13:27:59,18787.0508,18800.3496,18786.1992,18791.8008,2080,2058800
BANKNIFTY-I,2016-08-03,13:28:59,18791.8008,18797.0000,18787.0996,18797.0000,520,2058800
BANKNIFTY-I,2016-08-03,13:29:59,18797.0000,18807.5000,18795.4004,18807.5000,2720,2058800
BANKNIFTY-I,2016-08-03,13:30:59,18811.9492,18811.9492,18789.0000,18790.0000,3520,2056120
BANKNIFTY-I,2016-08-03,13:31:59,18790.0000,18803.6992,18790.0000,18796.0000,2080,2056120
